,0
48,가입하는데... 비번이 짜구 틀렸다고 하는거에요 이거 고쳐주세요 삼성 겔럭시 테블릿 7이에요
49,가격은오르고 재미는없고 그만봐야겠다
50,무료함을 달래주는데 최고에요!!
51,기준아이디로그인하니깐 번호변경하라고해서 하려는대 머가이리복잡함? 신규로가입하려니깐되지도않고 시간만버리고 머여ㅡㅡ
52,네이버에서 결제하고 티빙에서 볼려하는데 이용권이 없다하네요 너무 번거롭습니다
53,카카오뱅크로 넷플이나 타 어플도 결제중인데 결제의 폭이 넓어지면 좋겠어요 ㅠ 농협이 있어서 결제후 잘 보고있습니다.
54,아 네이버 가입하고 다시 3000원결재해서 베이직 요금제햇는데도 계속 결제하라고 하네요 술꾼 보려하는데요
55,계정 만들고 결제도 했고 앱도 깔앗는데 왜 안들어 가지나요?
56,네이버로 로그인 하려고 하자 인증하라고 비밀번호 및 영수증 등 입력이 나옵니다 10번을 해도 로그인이 안되고요. 몇번을 해야 하는 건지... 시청도 못하고 이용권 낭비하고싶지 않습니다. 빠른 조치 부탁드립니다.
57,회원가입 눌렀는데 몇 번을 눌러도 회원가입이 안 뜨네요
58,보려다가 암걸리겠다 지짜 짜증난다
59,유료있어서 .... 무료는 없나요 혹시 탈퇴 하고싶어요
60,"연간멤버십 가입했는데
구독 취소 하고 싶습니다
(구독취소시에도 내년까지 구독해야
한다는 내용으로 확인이 됩니다.)"
61,가격 때문애 너쩌구 하는놈들 소직히 ㄸㄹㅇ 임
62,쿠팡플레이 앱을 실행시켜서 첨에 나오는 쿠팡 아이디로 로그인 하기 버튼을 누르면 와우 멤버십에 가입하고 무료 시청하라는 창이 뜹니다 근데 여기서 나중에 가입하기를 누르면 다시 쿠팡 아이디로 로그인하기 이 창이 뜹니다 와우 멤버십에 가입하지 않으면 쿠팡 플레이앱을 사용하지 못하는건가요?? 그래서 그냥 와우 멤버십에 가입을 해보려고도 했는데 제 계좌가 자꾸 계좌 인증에 실패했다고만 뜨고.. 제가 몇번을 확인했는데도 제 계좌가 맞거든요.. 이유를 모르겠네요ㅠㅠ
