,0
87,"한 회차를 끝까지 보면 다음 회차가 시청중인 컨텐츠 목록에 떠야되는데 안뜨고 검색해서 찾아서 봐야되고 그나마도 이미 본 내역 표시가 안돼서 몇회차부터 봐야하나 다 열어봐야되요 이런 소소할 수 있지만 편리성이 떨어져요 진짜 최악최악 최악
멀쩡하게 티비랑 연결 잘 되던게 갑자기 기기 못찾는다고 뜨고 진짜 개 구림"
88,광고가 너무 많아요. 넘 많은 탓에 짜증이 나서 실시간 tv도 못 보고 있습니다.
89,"해지하려다 코인? 준다고 떠서 눌렀는데 갑자기 코인 만료 전까지 해지 못한다고 뜨고,,;; 페이에 돈없는데 어디서 빠져나갈련지 걱정이네요 경고문? 그거는 조금 더 일찍 더 크게 알려줘야하는거아닌가.."
90,넷플릭스 결제할까하다가 왜 평점이 3.9지하고 리뷰보는데 흠.. 좀 에바네 차라리 유튜브 프리미엄하고말지..
91,금액인상으로 구독취소갑니다
92,환타지아나  즐거운 음악시간 같은 옛날 작품은 소리만 나고 영상이 안나오네요 개선 부탁드립니다.
93,회원가입하는데 시스템오류가 떠서 회원가입이 안되요 최악이네요 시스템오류 문제좀 빨리 개선해주세요.
94,이로운 웨이브
95,지상파 예능만 보는편이라 예능 제일 많은 웨이브가 저한테는 딱 맞네요!
96,"진짜 별 한개도 아깝네요. Ui는 쓰레기고 오늘 갑자기 먹통이고, 껏다켜도 안되고. 짜증나네요"
97,말해 뭐합니까 너무 유용한 어플 덕분에 남는 시간 잘 보내고 있어요
98,딜라이브 OTT에는 호환되지 않는 버젼이라고 합니다.. 딜라이브 OTT호환 되도록 지원해주세요!
99,무료라서 좋아요
100,넷플릭스 보고 좀 따라해봐 제발 진짜 돈내고 결제한거 후회하는 중...
101,쓰레기가 따로 없음. 연간결제하고 볼만한 컨텐츠가 없어 해지하려고 하니 구글과 핑퐁~~~ 어쩔수 없이 99000원을 날려야 할듯
102,써두면 좋지않을까요 병신들아
103,가격도 합리적이고 제가 보고싶은 컨텐츠도 많아 만족하고 있습니다. 다만 어린이들한테 보여줄수 있는 콘텐츠가 좀 더 많아졌으면 합니다^^
104,웨이브 너무 잘보고 있습니다 라이브tv 최고에요👍
105,가입하는데... 비번이 짜구 틀렸다고 하는거에요 이거 고쳐주세요 삼성 겔럭시 테블릿 7이에요
106,개발자가 문제인건가 실행해도 아무것도 안뜸 에러코드라도 띄워주던가
107,가격은오르고 재미는없고 그만봐야겠다
108,프리미엄으로 했는데도 화질이 다 깨지면 어쩌라는 건지... 그럼 그만큼 돈을 더 내는 의미가 없지 않나. 화질 선택하는 창이라도 좀 만들어주세요
109,가입하고 화면자체가 연결이 안돼요 몇번을 지우고 삭제하고 회원가입만 하고는 화면자체가 캄캄하게만보이고 먹통입니다. 해결부탁드립니다.
110,아니 어플 실행해도 먹통인데 어쩌라는거임 재설치 세번짼데 대체 언제볼수있는건데요 ㅡㅡ
111,무료함을 달래주는데 최고에요!!
112,처음에 돈없이 제공되는게 돈처벌어먹으려고 죄다 유료로 바꾸는 쓰레기^^
113,공짜개꿀
114,금액 X 같아여
115,티빙해지 어떡해해야 하나요
116,아는형님 보는데 다 시청도 안했는데 다음화로 자동넘어가 버그 수정 좀 해놔라
117,카드에선 결재까지 끝낫는대 먼계속 가입마무리단계 거치라는 소리만하고 어제결제하고 여태 돈만날리고 못보는중 머가이따구인가요?
118,유효해요
119,"해지 방법도제대로 명시되어있지않고, 해지요청해도 결제가됨. 그딴식으로돈벌어먹으면 기분이매우좋으신가봐요. 다시는이용안함. 이거말고 다른거사용하세요.최악입니다"
