,0
155,원하는 드라마랑 재밌는 영화들 많아서 좋아요 사용하기도 간단하구 이번 휴가때 집에서 하루종일 웨이브보는맛에 시간가는줄 몰랐습니다 ㅋㅋㅋ
156,UI나 PIP기능은 바라지도 않으니까 잦은 오류나 고쳐줬으면 좋겠습니다. 특히 이런 OTT서비스의 핵심은 시리즈물인데 앞뒤로 넘길때는 물론 다음화 넘어갈때마저도 1-2분씩 버벅이니까 몰입도가 중간에 끊깁니다. 이런 답답함은 거의 10년만에 느껴보는거 같네요.
157,단편애니 맛집 디즈니의 작품과 내셔널지오그래픽 다큐를 볼 수 있다는데에 일단 1달 구독은 만족. 하지만 그 다음은 모르겠자
158,영화를 클릭하면 다른 영화가 나옴
159,해외시리즈 다양해서 잘보는중입니다
160,찜한 콘텐츠를 홈 게임 공개 예정 등이 있는 곳에서 함께 볼 수 있었으면 좋겠습니다 항상 메뉴로 찾아 들어가는게 번거롭습니다 또 자막이 자꾸 켜지는데 왜 그런건지 모르겠습니다 오류라면 수정해주시면 감사하겠습니다. 그 외에는 좋습니다.
161,쿠플 전체화면 기능이 없던데 말이 되나요....기본이 전체화면인거는 문제가없지만 '어느날' 같은 드라마는 기본 화면이 작게 나와서 화면조정기능이 없으니까 작게 볼 수밖에 없어요..심지어 쿠팡오리지널 드라마인데 전체화면으로 못보다니 심각합니다...빨리 화면비율 조정할 수 있게 업뎃 해주세요ㅜ
162,앱 잠시 홈키 눌러서 껏다가 다시 들어올 경우 자동으로 되던 재생이 이제 안되네요~~~
163,영화보려고 영화 들어가서 클릭하면 다른영화가 떠요.
164,이상청 재밌어요~ 앞으로도 오리지널기대할게요
165,오리지널 지상파 잘보고있습니다 요즘은 중드 미드도 잘보고있어요
166,자막 좀 넣어주시면 안될까여?? 오리지널 드라마 만으로도 괜찮아요 무슨소리인지 못알아듣겠어서 맨날 소리 엄청크게하고보는데 귀아파요
167,영화 드라마 애니 분류 창 어따 팔아먹었어요 돌려내요;; 진짜 불편하네요;;
168,어플삭제 후 다시 깔기 3회 그럼에도 무한 영상재생에 문제있다고 함 도대체 어쩌라구요 ㅠㅠ
169,재미써요
170,새로운 애니메이션 빨리 삘리 나오면 좋겠구여.. 시즌도 좀 길게 해주세요.. 시즌4까지 있는애를 왜.. 시즌 2까지만 있나요..
171,"너무너무 재밌어요~못봤던 영화,애니메이션도 볼수 있어서 너무좋아요~암튼 좋다는거에요~"
172,국내서비스 시작한 마캣인데 빌드 만들때 같이 좀 부탁드려요
173,혹시 하이스쿨뮤지컬 시리즈 시즌 2 언제 있을거에요??? ㅠㅠ 내년에 곧 시즌 3 잖아요 ㅠ
174,"디즈니 플러스에서 재밌는 영화,애니메이션 즐기고 있는데요. 로딩이 심하네요 ㅠ 로딩 끝나면 화질이 낮아지고, 다시 들어오면 다시 로딩... 인터넷 잘 연결되어있는데 이 점 개선부탁드려요. ㅠㅠ"
175,응답시리즈 좀 돌려주세요 ㅠㅠ 응답하라 1988 잘보고있었는데 없어졌어요. 티빙으로 바꾸고싶어짐 ㅠㅠ
176,내가 좋아하는 디즈니 애니메이션 을 찾아 볼수있음
177,시즌 다른거라도 같은 컨텐츠면 하나로 묶어주시고 ui크기도 늘려주세요
178,"애니가 많이 없어서 아쉽네요,. 진짜 하이큐랑 나히아 4기,너의이름은 같은 애니 해주시면 진짜 좋을것 같아요!!"
179,"Tv 예능에서 시리즈 몇화부터 
최근만 나오고 1화부터는 안나오네요
다나오면 좋을텐데요 아쉽네여"
180,드라마가 부족
181,애니메이션 볼때 일본어로 보고 싶은데 없는게 많네요
182,재미짐
183,영화 보는 재미가 좋네요
184,스타워즈 다~봤는데...왜 디즈니 앱을 깔고 가입했을까 했는데...계속 보다보니...왜 사람들이 스타워즈에 열광하는지 알겠다...이건 인종간의 갈등 부모자식간의 갈등...갈등에 대한 얘기를 하는거 맞쥬?😅 갈등보다는 함께 힘을 모으자는?
