,0
77,"웨이브 정말 재밌게 잘 보고 있는 사람입니다. 
친구들하고 같이 사용하고 있는 중이여서 프로필을 만들었습니다. 그런데 아쉬운건 친구들하고 같이 사용하다보니  다른데처럼  프로필 비밀번호가 따로 설정하는 게 있었으면 좋겠습니다. 
그것만 빼고 너무 좋습니다.
꼭 프로필 비밀번호 설정하는게 생겼으면 좋겠습니다:)"
78,비번 바꾸려고하는데 다안된다고하네 ...어쩌라는겨
79,비밀번호를 입력했는데 계속 안된다고 뜨면서 오류나요...살려주세요
80,이메일을 모르면 못 해요......
81,각 프로필에도 비번을 걸어서 다른 공유자들이 타프로필로 접속 못 하게 하는거 추가 부탁드려요 디즈니플러스는 하고 있거든요
82,웨이브 다 좋은데 프로필별 잠금만 넣으면 딱 좋을 것 같습니다!
83,성인인증 안됨 컨텐츠도 별로없음 결론 볼게없음
84,먼 성인인증을 1년에 한번씩 그것도 프로필마다 쳐하라고하냐? 니네는 나이를 꺼꾸로처먹냐? 벤자민버튼이야?
85,프로필 사진 바꾸는 기능도 만들어주세요
86,몇번이나 깔았다 지우고 해봤는데 로그인까지는 되고 시청할 프로필에서는 터치하나 안되네요....
87,성인인증을 하래서 다 했는데 들어가니 또하라네요 이거 너무 이상하네요 개인정보 계속 입력하라하고 쿠팡이랑 연결 되는거 아닌가요? 인증을 패스로 두번이나 했는데 또 계속 인증하라는데 왜 이래요?
88,다 좋은데 프로필마다 잠금기능좀 만들어주세요!!!!
89,재구매 할려고 하는데 이메일형식이 맞지 않는다고 결제가 안되네요
90,성인인증 완료를 했음에도 불구하고 킹스맨 보려하면 다시 인증하라고 하는데 어떻게 보라는건지
91,잘 사용하고 있습니다. 한가지 부탁드리고 싶은것은 프로필별로 나이제한 설정을 세분화하는 기능이 있으면 더 좋겠습니다. 감사합니다.
92,"프로필 사진 변경 가능했음 좋겠어요 ㅠ ㅅ ㅠ 갤러리에 있는 사진 등으로요!
항상 잘 보고 있습니당 ❤️❤️❤️"
93,성인인증 코드가 왜 안오는걸까요... 오타 확인했고 벌써 몇번을 계속했는데도 안오네요 돈 내고 보고 싶은 것도 못 보니 좀 그렇네요 나머진 좋아요
94,유튭에서 복수노트보다가 웨이브에서 볼수있다고 해서 웨이브깔았는데 100원내라길래 눌렀는데 회원가입하라고 해서 이메일치고 비번도 조권에 맞게 쳤는데 자꾸 않됨 걍유튭에서 보는게 낳음
95,비밀번화 사라지고 다시 설정하니까 아랍어로 바꼈습니다 어떻게 된건가요? 빠른 조취 바랍니다
96,프로필 비밀번호 설정하면 성인인증하라고 뜨는 상황에서 비밀번호 입력할 자판도 않떠 비밀번호 잠금해제해야 풀리고 불편해서원 ㅡㅡㅋ
97,이메일 확인 후 답변주세요
98,진짜 다 좋습니다 하지만 프로필에 잠금화면좀 해주시면 좋겠습니다. 다른사람들과 공유할때 넷x릭스 티x은 프로필 잠금이 되는데 웨이브는 안되는게 아쉽네요...최대한 빨리 조치를 해주시기 바랍니다.
99,성인인증 오류 아무리 성인인증을 해도 먹질 않네요 하 짜증납니다
100,글리는 자막이 엉망이고...퀴어 작품은 적고. 자막을 두개 동시에 띄웠으면 싶어요. 그리고 뭔놈의 가격인상까지...세상에 계정 공유는 추가금? 어휴 왓챠나 보러 가야지
101,제에발 프로필 나눠놓고 잠금기능까지 있으면 뭐합니까 내가 보지도 않는 다른 프로필에서 본 영상들이 시청중인 영상에 뜨는데; 어플을 제대로 운영하려는 건 맞나요 아주 기본적인 건데 작년 초부터 일 년이 넘게 이럼. 하나하나 삭제하는 것도 귀찮아죽겠음
102,성인인증이 안되네요 아 답답
103,와 다 유료화 시켜 버리내 이따구 앱은 삭제만이 답이다 유투브로 보러 간다
