,0
121,전 예전에 했던 최진실님이 나오는드라마를 보고 싶었는데..드뎌 여기서 찾았네요..ㅎㅎ 보고싶었던 드라마 맘껏 볼수 있어서 감사해요.. 앞으로도 마니 부탁드려요~~~^^
122,웨이브 볼거리도 많고 좋아요!
123,서비스 연결지원?? 뭐 재생 안되는 컨텐츠가 이렇게 많아?? 이렇게 하고 구독료 받아 쳐먹냐?
124,웨이브 이용하면서 그동안 못봤던 드라마나 예능을 다 볼수있어서 너무 좋습니다ㅎㅎ 앞으로도 쭉 이용할 예정이에요~ 최고
125,한국 드라마에 자막 만들어 주실 생각은 없나요?
126,너무 조아용><영화도 많아서 어어어어어어엉ㅁ청 조아용ㅇ
127,"지상파, 해외드라마는 웨이브 따라올 ott가 없네요. 푹에서부터 지금까지 쭉~ 만족하면서 이용하고 있습니다! 앞으로도 더 많은 콘텐츠 부탁드려요~"
128,늘 잘 사용하고 있습니다! 재밌는 컨텐츠가 많아서 좋네요~
129,좋은 컨텐츠가 많고 글로벌 ott시대 k-OTT 선두주자입니다
130,너무 편하게 즐겨 사용하는 앱이예요~ 컨텐츠도 많고 요즘엔 불편한것도 없내요~
131,아주좋아요~~드라마영화보기좋네요!!
132,"다양한 콘텐츠, 신작 영화도 볼수가 있어서 매우 만족하고 굿~굿~입니다용~~ 번창하십시요~~~^^"
133,역대최고의 전체의우주 그자체가 아닌가 메리크리스마스가 느껴집니다 굿
134,짱
135,머글이세요? 왜 해리포터가 없죠?
136,드라마쪽은 만족.. 애니쪽은 피흘리는거에 모자이크가 너무많음 ㅠ.. 애니보기불편
137,볼게 많아서 좋아요~~옛날 드라마도 있어서 완전 좋네요
138,좋아요!채널도 많고 지상파채널은 다 여기서 보면 되네요!
139,쿠퐁 화이팅
140,마블 때문에 구독했습니다. 마블 아이콘을 선택하면 abc 방영 드라마나 엑스맨 유니버스 컨텐츠들은 나오지 않는데 mcu와 별도의 섹터에서 뜬다면 마블 팬들이 이러한 작품에도 유입될 수 있을 것 같습니다
141,퇴근 후 집에 도착하면 항상 웨이브와 함께 합니다. 라이브채널과 원하는 프로그램 다시보기를 편하게 볼 수 있어서 정말로 좋습니다. 특히 지상파 3사 드라마와 예능을 다 챙겨보는 제 입장에서는 정말로 좋습니다. 항상 좋은 컨텐츠 제공 해주셔서 감사합니다.
142,"지상파 콘텐츠 많아서 좋아요 특히 향수 낭낭한 옛날 드라마도 많아서, 주말마다 옛드 정주행중 ㅋㅋ!"
143,앱 이용하기 편하게 되어 있어요. 보고 싶은 해외시리즈들이 많아서 좋네요.
144,보고싶던 방송이나 드라마 찾기에 너무 좋은거 같아요 ㅎㅎ 다른 OTT에서 찾기 힘든 시리즈들이 있어서 넘 좋습니당 ㅎㅎㅎㅎ
145,넷플보다 종결드라마도많고 지금하는프로도 더많아서 보고싶을 때 바로볼수있어 좋와요 ^^
146,화이링~~~~~츠하
