,0
74,리뷰가 삭제되는건줄 알았더니 그건또 아닌거같고 이상하네요 다른앱들은 리뷰하면 내가쓴 리뷰 라도뜨는데 여기는 몇시간만 지나면 또 리뷰하기가 생겨있고... 뭐가 문제인지모르것네용
75,해지를 했는데도 자꾸 돈이 나가는 이유는 무엇인가요?
76,"가격대비  너무  혜자네요 ㅠㅠ
무료배송에 ott서비스까지  ㅠㅠ  넘  좋습니다
ㄷ혹시   애플tv 지원할  계획이신지요 ㅠㅠ  좀더  넓은  화면으로  보고  싶네요  ㅋ"
77,설강화 방영 및 제작지원 철회 하세요. 디즈니 아웃 디즈니 아웃
78,구독을 쳐했는데 다른 기기로 접속하니까 구독 안된걸로 되있네요 앱 제대로 처만드세여
79,ㅡㅡ 갤탭7쓰는데 가로모드가 안되요 돈주고 정상적인 어플을 만들랬더니 돈 받고도 쓰레기를 만드네 정신나갔네 양심이라도 있어라 돈 받아 먹으면
80,저렴해서 좋네요 넷플릭스 끊고 쿠팡플레이 구독
81,해지가 잘안됨.넷플은 바로 해지되는데 디플은 그달다봐야함 ㅡㅡ
82,자꾸 강제종료 되거나 제대로 재생 되지 않는 문제 흐름 끊기고 어이 없음 프리미엄 요금제인데... 타 경쟁사랑 비교 했을 때 어플이 너무 후짐...
83,정기결제 구독했는데 광고가 나오네요. 그리고 구독해도 영화는 따로 결제하는 게 많아서 별로네요
84,구독자인걸 창피하게 만들어줘서 고맙다 여러분들아 한국에서 오게임 같은 대박을 꿈꾸며 투자를 할려면 좀 제대로 하든가 하는거 마다 뻥볼이면 디즈니 컨텐츠가 넘쳐나도 뭔 소용이겠냐 갠적으로 삼개월 공짜로 이용하는 애쁠티비가 더 낫더라 돈을 냈으니 보기는 한다만 이제 누구한테 구독한다고 자랑하겠냐 인간 사는 재미가 자랑이 반인데 설강화 따위나 만들어서 배포하고 있고 일하는 폼이 그냥 그렇다 너네
85,뷰잉과 핸드폰 연결해서 잘보고있습니다. 다만 다음편으로 이어보기부분이 지원되지않아 매화마지막에서 내가몇편보고잇엇는지 확인후 돌아가기해서 다음화를 틀어야 되는부분이 불편하며 다른 웨이브 티비연결 같은경우 배속으로시청하기가 가능하나 티빙 티비에연결해서 보는거는 배속시청이 안되는 부분이 불편하네요 티빙어플은되는데 ㅜㅜ 개선되었으면좋겟어요
86,"갓성비, 아쉬운 부분이 약간 있지만 쿠팡이용자 입장에선 최고의 혜택"
87,가격은 프리미엄이라고 비싸게 받는데 화질은 왜자꾸 마음대로 낮아지는지;; 할 수 있는 모든 설정 다 해놔도 낮아져서... 다음달부터 끊으려구요.
88,정기결제 취소 어떻게하나요
89,요청이 많아서 로그인이 안된다는데 어쩌라고요
90,구글 계정로그인 안되는게아쉬워요
91,쿠팡이용자로서ㅎㅎ 이런혜택도있구 너무좋아요 너무잘보고있어요!! 감사합니다:)
92,구독을 해야만 볼 수 있는 건가요? 3단계 완료 누르면 계속 구독하라는 창만 뜨네요. 결제를 반드시 해야하는건가요?
93,"구글 환불 정책 뒤에 숨어서 연간 구독 환불안하고 있는데, 한국소비자원 통해 피해 구제 요청하도록 하겠습니다"
94,분명 자동결제 해지했던걸로 기억하는데 자동으로 결제됨..
95,정기결제 종류가 좀 다양하면 좋겠네요 자주 보지않는 사람들이 대부분일텐데 한달에 볼수있는 갯수가 정해져 있고 가격이 더 저렴하면 좋겠어요
96,티빙 베이직을 결제했다가 바로 스탠다드로 옵션 변경했는데 베이직 결제한 건 환불 되나요?
97,SK 고객인데 VIP인데도 별로 혜택도 없고 볼려고하면 개별구매해야하고 약정으로 핸놔도 돈이 더 드니 별로 보고싶지 않아져요ㅠ정기 결제 해지했어요 ㅠㅠ 나빠여 힝
98,구글티비에서 어플이 없다니…… 이건 개선을 좀 하셔야 하지 않을까요? 내용물도 좋고 유료결제해서 보고 있는데 구글티비에 어플이 없어서 별점 깍습니다ㅜㅜ 제발 출시좀….
99,가격 올릴거면 900원으로 떨어지게 해주세요 더모아 카드 혜택이라도 좀 빡세게 받아봅시다
100,정기결재 하고 보는데 렉이 왜 이렇게 심하죠오어어엉ㅠㅜㅜㅜㅜㅜㅜ 재밌는거 많은데 고해상도로 막힘없이 보고싶어요😭😭😭
101,결제했는데 계속 가입을 마치라는 화면만띄워놓고 아무것도 안되요
102,"가격이랑 서비스 다 만족스러운데 키보드 지원 안되는 것만 아쉽네요
꼭 검토 부탁드려요!"
103,환불은 안되고 이용만 못하게 해놨어요 ㅠ 환불을 해주시던지 약정기간동안 보게해주세던지 해주세여
104,베이직 사용하고 있는데요 왜 똑같은 영화를 tv용 티빙에서는 스탠다드나 프리미엄 버전으로만 볼 수 있는건가요? 그리고 미러링에서 자꾸 저희 티비는 사라지고 뭔지 모를 기기만 자꾸 뜨네요 왜 그런걸까요
105,결제 취소 좀 하게해주세요. 무슨 오류인지 모르겠는데 어떤 방법을 써도 구독 취소를 할수 없네요. 직접 고객센터에 컴플레인을 넣어야하는지..하...
106,개별구매는 또 뭐고... ㅠㅠ월간 이용권 왜 구매했는지.... 에효... 개별 구매.... 너무하네... ㅠㅠㅠㅠ 개별구매 말고는 다 좋아요
107,가격올릴게아니라 미러링되다가 해지 한벙하면 계속 비활성화되요 해결방법없나요 faq도 뭐별거없고
108,12월 27일부터 1월 26일까지 베이직으로 구매해서 7900원 냈는데 처음에 신서유기만 보고 아무것도 못 봤어요 처음엔 괜찮다가 이틀째 다른 건 로딩 때문에 아예 못 보고 있는데 돈 주고 제가 스트레스를 왜 받아야 하나요 누군가 열심히 제작한 영상들을 보고자 돈을 낸 건데 다른 것보다 다른 리뷰에서 말하는 것처럼 오류를 고치는 게 우선인 것 같아요 하루빨리 해결되길 바라요 + 다른 리뷰읽어보고 1:1 문의는 이미 남겼습니다
109,가격대비 진짜 좋음 넷플하기 잘한거 같음
110,결제했는데 실행이 안됨.
111,카카오 선물하기 받은 쿠폰 핀번호입력하고 쿠폰함에서 등록을 못했는데요 화면이탈하면 쿠폰함 진입이 안되게 만들어 놓으면 어떡하나요 다시 그 핀번호 입력하면 이미 입력되었다고 나오는데ㅠ 앱에서라도 쿠폰함 확인이 되어야죠 ㅠ 사용을 못하잖아요
112,"이제 죽거나 노인이 된 그들이지만 영상속의 이들은 반짝이는 별들이다.유머와 천재적 감성으로 무장한 별들은 그들의 마지막을 직감하고 최선을 다해 연주하고 녹음한다.새로운 영상을 접하는것 만으로도 귀한 일인데,이들과 같은 공간에서 호흡하는 경험을 재공한 제작자에게 깊은 감사를 전한다.인생의 또 다른 느낌표가 진하게 찍혔다."
113,"구독했다가 아무것도 시청하지않고 자꾸 튕기고 로그인하는데
불편함을 겪어 구독취소를 했는대
결제로 넘어가서 요금이 청구가 되는지 확인이 어렵네요 청구된다면 환불 부탁드려요"
114,구독취소좀 해주세요 제발 ㅜㅜ 아무리 찾아도 취소가 안나와ㅜㅜㅜ
115,구독취소를 했는데 알아서 결제 돼서 3900원이 빠져나갔어요. 할 수 없이 한달정도 이용해보기로 했는데 티비로 시청하려하니 이용권을 구매하라고 뜨네요...? 그럼 제가 구매당한 베이직 이용권은 뭐에 쓸 수 있는건가요?
116,고객센터 어딘가요? 그리고 자막에서 문장 앞에 '고' 가 붙어있는경우들이 있ㅇ어요 중긴에 깨지는문자가 있는경우도 있고. 이렇게된거 청와대로 간다 5화
117,정기 결제 취소되서 카드에 돈을 넣어서 결제를 해도 안되네요
118,개쓰레기
119,구독 취소 겁나 어렵네 ㅉ
120,결제수단에 카카오페이 되게 해주세요.. 결제수단이 넘 진입장벽임. 젊은층들은 귀찮은 거 싫어해여
121,다음회차 넘어가기가 너무 번거롭고 찜 해놓은 작품 찿기도 불편해요. 그리고 자막이 신경 안쓴 티가 많이 납니다.
122,멤버쉽 취소하기 드럽게 어렵게 해두셨네요. 아직도 취소를 못하고 있는데... 중국인이 만든어플보다 못한거 같아요. 그냥 넷플 갈아타고 싶은데 멤버쉽 취소도 못하고 억울하게 돈내야할까요?
123,기간만료라고떠서 앱지우고 다운받으려는데 다운도 안되고 ;; 유료인데 뭐 이런경우가
124,사용하지도 않은 요금제 부과 바꾸지도 않은 요금제로 변경... 정말 바꾼적이 없는데...억울 자기들 전산상 오류일 수는 절대 절대 없다고만 대답... 오잉?? 어르신계정으로 가입 그렇다면 전산오류 아니라면 고지? 어르신께 요금제 변경내용도 고지하지않고 결제도 그 뒷날 차액결제가 됐음 일찍 알아 바로 대처했을텐데... 그게 아닌 일수계산으로 9500원치 프리미엄시청... ㅎㅎ 베이직인줄알고 18일동안 시청 다음 결제일 계산으로 프리미엄이라며 결제... 그제야 알고선 문의하니 결제해야한다는... 정말 어르신이 몰랐다고 티비한대로만 봤다고해도... 안된다함... ㅎㅎ 18일만 봤네ㅎ 그거 그냥 맛있는 거 사먹었다 생각하고 넘어가도 되는데 대처가 너무 어이없음... 무조건 안됨... 결국 안됨... 고객님을 이해한데... 이해는 하지만 아무것도 해드릴수 없데... ㅎㅎ 베이직으로 그냥 날짜 원래대로 복구해달라는데도 안됨 ㅎㅎ 그래 어르신 딴 거 디즈니신청해드림~ 완전 좋아하심~♡
125,분명 카드도 삭제 시키고 탈퇴까지 했는데 왜 결제가 된건가요?
126,구글결제는 15%할인이고 디즈니홈페이지 가입은 10개월+2개월무료 라네요. 구글은 결제 부분이 더티하네요
127,"구독21/12/17일 만료인데 방금 돈 나갔습니다..
환불해주세요!"
128,"연결이 문제고 자시고 우측 상단에 미러링 버튼이 아예 없어졌네요?
 전에 잘사용했는데 뭐가 문제인지요??
애플기기만 의도적으로 없엔건지??"
129,구독 취소 불편하게 만들어져 있어서 굳이 평점달러 왔어요^^
130,"안녕하세요!! 저는 미국 유학생인데요, 한국에 계시는 부모님께서 티빙 계정이 있어서 미국에서도 보려고 로그인을 했는데, 미국에서는 지원이 안된다고 하네요…진짜 보고싶은거 티빙에 다 있어서 진짜 진짜 설레했는데 혹시 미국 진출 안될까요..? 진짜 간곡히 부탁드립니다ㅠㅠ"
131,결제 다 했는데 왜자꾸 결제하라는 창이 뜨나요? :/
132,하려면 어떻게 해야 합니까?!
133,이거 월정액 결제한거 취소 어떻게 하나요?
134,결제 취소를 했는데 계속 돈이 나가요...
135,가격이 터무니없이 올라서 요번까지만하고 자동결제 취소합니다
136,아니 프리미엄 내고 보는데 개별 구매가 왜 있나요... 월에 만원정도 내는데 개별구매는 너무한거 아닙니까
137,결제할라고 로그인하니까 한동안 계속 흰바탕만 나오고 본화면이 나오지않네요 왜그런건가요 넷플릭스 보고싶은데 나오지가 않으니까 답답하네요
138,해지도 안되고 뭐이럼?
139,해지 할려는데 왜 자꾸 플레이 스토어 뜨고 구독하기 만 뜨죠? 멥버십 화면이 안뜹니다
140,"이용권을 베이직을 결제하고 스탠다드로 변경하였는데 
두번다 결제가 되었는데 
베이직은 취소가 안되나요? 
취소 확인 부탁드려요 ㅠㅠ"
141,좋은말할때 환불해놔라!그넘의 카타르가 머라고? 프리미엄까지 결제했는데 안나오냐? 본거없으니 당장환불해라
142,아니 갑자기 로그인이 안되는게 말이 된다고 생각하십니까? 이 앱도 결제하고 돈내고 보는데 왜 갑자기 로그인이 아예 안될까요? 혹시나 잘못 입력했나싶어 수십번을 다시 치고 또 쳤습니다. 이것 참 문제라고 생각합니다 이런 오류는 없게 하셨어야 하는거 아닙니까? 덕분에 보던것도 못보게 생겼네요 이것 좀 빠른 시일내에 고치세요
