,0
60,인크레더블2 보고 있는데 자막 싱크가 엉망이네요
61,한국드라마컨텐츠 부족
62,km6 tv박스 사용중인데 한국드라마는소리잘나오는데 마블이나외국관련영상은 소리가안나옵니다 해결방법이 있습니까?
63,심슨가족 시즌1 6화부터 자막 싱크가 안맞음 돈주고보는건데 신경좀 써주세요
64,디즈니 콘텐츠 이용이 가능한건 매력적이지만 가족끼리 계정 공유할 때마다 이런저런 렉이 걸려서 귀찮음.
65,알럽 디즈니 알럽 픽사 알럽 몬스터주식회사
66,인크레더블2 보는데 자막 싱크가 안맞네요 돈 내고 보는데 영화 한 편 제대로 못보네요.. 솔직히 실망입니다 그래서 그냥 한국어 더빙으로 본다능..
67,"시청중인 콘텐츠 삭제 기능이 없는것, 시인성 문제 등 타 앱들과 비교했을때 부족한 기능과 시스템이 많이 보입니다. 빠른 개선이 필요할듯합니다."
68,한글 자막 배경이 검은색으로 나와서 짜증나셨죠? 저도 그랬습니다. 디플 앱에서는 설정이 불가능해요. 해결방법이 있습니다. 설정 들어가셔서 자막으로 검색하시면 구글 자막(cc) 뜹니다. 눌러서 배경색 사용안함 설정하고 글씨 크기도 취향에 맞게 설정해주세요. 그럼 즐감 되세요!
69,"콘텐츠는 좋아요. 그렇지만, 배속 기능이랑 보던 영상을 앱 켜자마자 이어볼 수 있는 기능 추가되면 좋겠어요"
70,"심슨, 뮬란 등 제가 좋아했던 만화를 다시 볼 수 있어서 너무 좋아요 하나 아쉬운 점이 있다면 화면에서 소리조절기능이라든지 화면밝기조절기능을 추가해주셨으면 좋겠습니다"
71,후발주자인데 기본 기능은 오래 전에 나온 넷플릭스보다 한참 떨어지면서 콘텐츠만 내세우고 배짱장사하는 게 스팀과 에픽 게임즈 관계 같네요. 1. 이미 많이 얘기 나온 자막 문제 2. 디즈니 채널로 더빙된 작품이라고 한국 자막 지원 x. 한국 영화도 cc 지원해주는 넷플릭스랑 천지 차이. 캐리비안의 해적처럼 유명한 작품은 온갖 언어 더빙에 자막 다 지원해준다는 점에서 더 짜증남. 3. 보는 중인 콘텐츠 목록 지울 수 없음 4. 찜한 콘텐츠 항목 들어가기가 불편함 5. 디즈니 극장판 애니메이션 시작하기 전에 나왔던 단편 애니메이션 제목을 기억하기도 어려운데 다 분리해놔서 하나하나 찾아야 함. 자기 전에 앰피비아 보려다가 중국어랑 영어 자막만 있는 거 보고 그냥 넷플릭스 보러 갑니다.
72,대만족
73,"디즈니 주니어에서 하던 소피아공주, 꼬마의사 닥 뭐시기, 리나는 뱀파이어 등등.. 이 어플로 볼 수있나요??"
74,이거 참 버그 엄청나게 많네요 그중 성인인증도 못하게 하네요 인증번호가 와도 치지를 못하니
75,오늘 오픈한 앱이 테스트도 안하고 올리나요. 성인인증 안되는 오류정도는 충분히 확인하고 올려야죠. 실망이네요. 빨리 수정해주세요.
76,컨텐츠는 맘에 드는데 번역상태 왜 이럼? 자막상태도 엉망이고 기기따라 자막이 붕 뜨는 현상도 있음. 유튜브로 런칭기념인지 뭔지 할 시간에 기본은 제대로 하고 하자... 일단 계속 구독은 할껀데 개선 안하면 탈주각임
77,"1. 1.25배속, 1.5배속으로 보기 만들어주세요 2. 관심 컨텐츠 항목 홈 화면에서 볼 수 있게 해주세요"
78,경고문을 좀 더 크게해서 정면에 배치하고 영상을 왼쪽상단에 작게 쳐박아버리는건 어떨까요? ㅋㅋㅋ 경고문을 돈받고 파는거 같은데...
79,서비스 품목을 알려면 결제부터 해야합니다 막상 결제하고 원하는 영상이 없다는걸 알고난 그때의 좌절감은... 어릴때보던 디즈니 생각하고 가입하면 원하는게 너무 없다는걸 알게됩니다.. 나의 디즈니는 어디로 간걸까요
80,아이가 디즈니 애니메이션 좋아해서 1년결제했는데요 왕실탐정 미라는 왜없나요?
81,기사엔 샹치와 텐 링즈 있다던데 없네요 첫판부터 장난질 입니까? 콘테츠도 생각보다 없네요 ㅡㅡ
82,PC 환경에서 자동재생 안되는 문제 언제 고치나요.
83,야이 썩을 놈들아 가입하고 나서 집에서 좀 볼려고 하니 한시간째 접속오류나서 못보는건 어떻게 할거냐?
84,기본적인 것만 충고합니다. 1) 자막 사이즈 키우세요 2) 키워드 기반 컨텐츠 검색 가능하게 해주세요 3) 자막팀 늘려서 컨텐츠 빨리 늘려주세요
85,"12일 밤 00시 기다려서 바로 가입함. 검색 어려움 볼것 특정 시리즈 말고 별로 없음, 예정작 언제 어디서 나오는지 모름, 자막 검은색 바탕화면 안에 나와서 걸리적 거림..... 왜 넷플이 1위인지 나는 이제 알겠소 반성해라 디즈니 !!!!"
86,샹치를 보는데 중간중간 중국어가 나올 땐 자막이 안 나오는 부분이 있네요 개선해 주세요
87,디즈니주니어에서 하던게 다 있지 않네요 디즈니주니어에서 하던 하이호! 일곱난쟁이를 아이가 좋아해서 기다리고 기다리다가 결재했는데 없네요;; 기존에 보던 애니메이션정도는 다 있어야 하지 않나요ㅜ 앞으로 추가가 될 예정인지 궁금하네요
88,좋은 콘텐츠가 많아서 재밌게 보고있어요~!!
89,스타스포츠랑 espn 넣어줘ㅠㅠ 이럴거면 왜 iptv에서 빼간거냐고..
90,국내 런칭됐다고 해서 결제하고 보려는데 넷플릭스하고 비교를 안할수가없네..ㅡㅡ; 아직 초반이라 그런가? 개선해야될거 천지네..잔뜩기대했다가 실망만함..아직은 때가아닌듯..
91,다른거 다 필요 없고 다큐랑 심슨 이거 두개만으로도 가치가 충분하다
92,디즈니+ 기타 영화들은 너무 기대 하지 말고 자사(디즈니)의 시리즈 들을 감상하는데 이용 하세요 마블 드라마를 보기위한 어플 디즈니+😄
93,마블 팬들이라면 한국에선 못보던 에오쉴7 팔윈 로키 완비 등등을 볼 수 있으니 한달이라도 구독하는 게 좋음 마블드라마를 볼 수 있단 게 젤 메리트인 듯 +지금 블위랑 샹치까진 볼 수 있음 +크루엘라도 있네 ㅎㅎ 보고는 싶었지만 평이 별로에다 코시국이라 영화관 가기 껄끄럽던 분들 부담없이 보면 됨 미뤄뒀던 마블시리즈있음 다 여기서 ㄱ (아쉽게도 없는 것도 _스파이더맨_몇개 있음 ㅠㅠ)
94,볼게 있고 없고를 떠나서 자막 싱크가 너무 안맞아요ㅜ말은 하는데 자막은 안나오거나 자막이 너무 느리게 뜬다거나 빨리 이런 오류좀 고쳐주세여ㅜㅜㅜㅜ마블영화 보는데 자막이 중간중간 안나오고 하니깐 불편하네염
95,최고다 디즈니!! 보고싶은걸 넘어 갖고싶었던 컨텐츠들~^^
96,재미있어요 드디어 굿
97,너무 별로
98,엄마가 없습니다
99,요한이 벼ㅇ시나 스파이더맨은 소니꺼잖아 왜 디즈니에서 찾아
100,컨텐츠는 신규라 볼께 있지만 앱이 너무 구림 아참 티비앱 자막크기 100프로는 코딱지 만하고 200프로는 플랜카드 글자크기임 150프로 좀 만들어야 할듯
101,"마블팬으로서, 디즈니팬인 아이를 키우는 입장으로서 단연 가성비 갑입니다"
102,"생각보다 컨텐츠의 다양성과 컨텐츠 수는 생각보다 적은 것 같네요. 디즈니에서 만든 영화들도 생각보다 없고, 애니도 그리 많지는 않네요. 볼거리가 금방 소신 될것 같아요. 많이 아쉬워요."
103,겨울왕국2 세르비아 버전을 좋아하는데 음성에 추가되었으면 좋겠어요
104,그동안 못보던 스타워즈 드라마 애니 볼수있어강추
105,자막 크기 설정 안되나요? 한국어로 설정하면 너무 쥐콩만해요... ★☆자막 크기좀 키워주시고 배속기능 넣어주시면 좋겠어요☆★ 한국 출시는 초창기라 아쉬운 부분이 많네요... 콘텐츠도 다양했으면 좋겠어요ㅠ 뱀파이어다이어리도 디즈니에 있는줄 알았는데 없네요ㅠㅠ 보고싶은 콘텐츠 신청은 못할까요??
106,자막 뒤의 검은 배경이 화면을 많이 가려서 거슬리네요. 그리고 ps5버젼 인터페이스는 느리고 오류가 많습니다. 디즈니 픽사 애니메이션을 좋아하는 아이를 위해 1년치 가입했지만 솔직히 넷플릭스 대비 컨텐츠의 양도 절대적으로 부족합니다. 볼게 부족하다는 거죠... 체감상 한 1/5정도..? 많이 노력해야겠네요.
107,좋긴 좋은것 같은데 자막이 너무 작아서 하나도 집중이 안되네요..
108,아직 쓰지않아서 1점 드려요. 구매하려는데 어떤 드라마나 영화가 있는지 알고싶은데 못 보더르고요. 구매전 비교하자면 왓챠앱같이 결제전 어떤 드라마 어떤 영화가 있는지 들어가면 보여주셨으면 좋겠어요
109,"미국에 체류할때 디즈니플러스 사용했었는데 그때 다양한 컨텐츠를 경험한 기억이 있어 이번 한국 서비스할때까지 2년간 기다렸는데, 팔콘과 윈터솔져도 없고 왓이프도 없고 심슨가족도 없네요... 미국보다 사용료 더 비싸게 내고 구독하는데 한국판에도 컨텐츠 신속하게 탑재 해주시기 바랍니다. 이쯤 되면 한국 차별한다는 이야기가 나올 것 같습니다."
110,"마블 좋아하시는 분들 추천 먼제 로키,완다비전,팔콘과윈터솔져 완다비전은 내년에 나올 닥터2와 연간이 있고 팔콘과윈터솔져는 팔콘이 제2의캡틴아메리카 되는 과정 로키는 모르겠고 다음주에 나올 호크아이 호크아이가 세데교체 되는 과정 이렇게 마블이 페이즈3에서페이즈4로 가는과정에 위에 소개한 드라마가 들에있음 아니면 마블페이즈3정주행"
111,일단 마블 스타워즈 팬으로써 너무 감동적임. 컨텐츠 뿐 아니라 한국어 더빙 까지ㅋㅋ 너무나도 마음에 든다. 다만 왓이프가 아직 없다는게 당황스럽다. 조만간 호크아이도 나올텐데 설마 바로 바로 못 볼수도 있다는건 아니겠지... 왓이프와 차후 신규 마블 드라마들에 대한 디즈니플러스코리아의 계획이 어떠한건지... 조속한 공지가 필요해 보인다.
112,최고임
113,실시간으로도 볼 수 있고 중드보느라 앱 설치하게 되었는데 신작도 많이 올라오고 잘 보고 있어여~^^
114,디즈니 영화만 있는줄 알았는데 다른 영화 예능도 있고 그래서 좀 놀랐어요❤️❤️ 진짜 기다린보람이 있어요👍👍👍👍👍👍
115,"뭔가 관련 콘텐츠 이런게 뜨면 조금더 도움이 될 거고요 그리고 자막이 너무 깔끔하지가 못해요 넷*릭스 처럼 테두리가 검은색이록 적당한 자막 크기이면 좋겠거요 ㅠㅠ 또 시청기록이 따로 안 떠 겁나 고생하면서 
보게 괴네요 가격은 저렴하지만 꼭 그 값어치 하는 거 같아 너무 속상해요"
116,넷플릭스도 볼게 없다고 했지만 여긴 넷플릭스 오리지널도 없네..
117,더빙말고 한국자막 개선됬으면 좋겠어요
118,"드라마""태양의 후예""도 추가해주세요ㅎㅎ넘넘 재미있게 보고있습니다 ㅎㅎ"
119,앱 실행이 안되네요 저만 그런줄 알았는데 다른분들도 많이 계시네요 빠른 조치 부탁드립니다
120,"최대 7명 동시접속 4명, 생각보다 이게 많이 겹칠 수도 있다고 생각이 들더라고요 앱에 들어갈때 누가누가 접속을 하고 있는지가 표시가 되면 끊길일도 없을것 같습니다!!"
121,"더빙판으로 보는게 정말 최악이네요
몰입도 안되고 더빙판으로는 어떤 작품이든
다 노잼입니다"
122,"아니면 디즈니 본사 에서 앱 에 대해 시안 컴펌을 진짜 한건 맞긴함? 사용성이 너무 불편함 컨텐츠 관련 내용은 둘째고 마블추천작, 몰아보기 끝판왕 등등 서브 타이틀 컨텐츠을 한눈에 볼수도 없음 보통 더보기 나 자세히 보시 해서 새로운 페이지 에서 리스트 형태로 보여주는게 맞지 않음? 뭐가 있는지 보려면 계속 가로 스크롤 해야함 전반적으로 너무 ui가 너무 불편함 개선 부탁 드립니다.  검색등등 쓸께 많지만 안쓰면 그만 이라 옛추억 때문에 한번 씀 다음달 결제는 안 할듯 해요"
123,스타워즈 마블 내가좋아하는건다있네요
124,별점 5점 드리고 갑니다
125,"카테고리도 불편하고 직관적이지 못함
넷플릭스를 예로들면 영화도 한국영화 해외영화
그중에서도 세부 탭이 다있고
드라마, 등등 세분화되어 있는데 그른게 없음
걍 컨텐츠 있으니까 보겠지 하고 성의없이 내놓은느낌
한두달은 가겠지만 이대로라면 롱런은 힘들지 않을까??"
126,안맞아요.. 딴거는 다맞고 껐다 키고 난리를 쳐도 안맞아요 ㅜㅜ 이거때문에 가입한거나 다름없는데 꼭좀 확인 부탁드립니다
127,"드디어 출시되서 좋긴한데..ㅎ 앱을 급하게 만든건가ㅠ 광고는 계속하더니ㅠ 너무 불편…아니 시리즈물을 보는데 한편보고 다음편을 또 눌러야하다뇨…자동재생도 없고 화면밝기,음향조절등 이런거 없어서 너무 불편하네요ㅠㅠ개선점이 너무 많이보이는데 개선은 언제 해줄지…"
128,이런 아쉬움을 주다뇨
129,"컨텐츠 별5, 재생플레이어 별1"
130,"디즈니+ 컨텐츠도 다양하고 너무 잘 보고 있습니다!

그런데 시청을 하다 중간에 자막 오류가 좀 심해서요..
자막이 밑에 뜨다가 배경 중간에 띄어질때도 있고 이뿐만 아니라 자막이 딜레이 돼서 늦게뜨고 뜨자마자 다음 대사로 이어져서 다 읽지도 못하고 넘어가는게 빈번하게 일어나네요ㅠㅠ 빠른 시일 수정 부탁드립니다♡"
131,좋은데 시청중인 콘텐츠 삭제가 안 됨. 드라마 대충 맛 보고 볼까말까 정하는데 너무 지저분 해져서 불편해요
132,생각보다 손봐야할게 많음 1. 자막 크기설정 및 폰트설정 2. 밝기조절 안됌 3. 몇몇 드라마 시즌 완결 났는데도 다 안나왔거나 중간에 시즌하나가 빠짐 이거 좀 치명적입니다 나머지는 차후 보면서 댓글 남기겠습니다
133,감사해요
134,영상마다 화면비 다른건 알고 있어요 근데 좌우에 레터박스가 모든 영상에 일정하게 생깁니다 상하는 원래 생긴다지만 좌우는 없어야죠 다른 ott 앱들은 안 이렇습니다…. 똑같은 프로그램도 티빙만 생겨서 다른 앱을 이용하게 되네요
135,넷플릭스 넘조아요!!
136,"초기에 삼개월은 천원도 안되는 금액이라고 하길래 그냥 한번 가입해봤습니다. 사실 금액 명시가 다 다르게 나와 불편을 겪었지만 워낙 저렴하니 대수롭지 않게 여겼습니다. 두달째엔 아무 알림 없이 6천원대 금액이 출금됐지만 워낙 혼동되게 만든 요금제이기도 하고 다른 플랫폼에 비해 저렴한 편이니 수긍했습니다. 
근데 여러모로 개선되어야 할 방면이 많은 것 같습니다. 콘텐츠는 다른 플랫폼에 비해 적은 편이지만 저야 워낙 마이너한 취향이라 콘텐츠 다양성에선 나쁘지 않았습니다. 프랑스 드라마라던지 다큐멘터리 좋았어요. 
근데 솔직히 터치가 잘 먹지 않는다던가 뒤로가기 누르면 바로 전단계로 가지 않는 점, 쓸데없는 여백이나 답답한 ui/ux 디자인? 한 5년정도 뒤쳐진 느낌입니다..조금만 더 개선됐으면 좋겠어요."
137,예전 드라마나 애니메이션을 보기에는 좋아요 그런데 제가 포켓몬을 좋아하는데 예전에 했던 시리즈 없이 썬문 w이렇게 두개만 있는데 더 추가만 되면 자주 이용하게 될것 같습니다 개인적으로 아쉽네요 ㅠ 영화도 몇개만 있어서 전에 봤던것인데 컨텐츠 추가 부탁드려요
138,진짜 하이큐 전편 올려주시고 해리포터 자막버전으로도 올려주시고 최신거 많이 올려주시면 소원이 없겠어요 진짜 다 좋은데 하이큐는 꼭 전편 넣어주세요ㅠㅠㅠ
139,자료가 매우 빈약함....
140,"ㅋㅋㅋㅋ마블영화는 시청도 안됨 디즈니 영화빼고 실행도 안되서 강제 디즈니 시청행 ㅋㅋㅋㅋ 자막 사이즈도 못골라 코리아 ip면 자막을 한국어로 디폴트 해두지도 않아 ㅋㅋㅋ 소리, 밝기 제어 안 돼 콘텐츠는 겁나 없고 성인 인증 안 되서 15세 영상은 다 막혀있고 UI는 겁나 불편하게 하고 되는게 머임? ㅋㅋㅋㅋ 개킹받는 건 자막도 개후짐 심슨에서 환상적이다를 돈이 많다로 갈긴 어메징함이란...."
141,내가 찾던 그 콘텐츠! 웨이브에 없었어!
142,정말 컨텐츠가 좋아요
143,편하고 좋네요~:)
144,완전 만족
145,굳
146,어? 멀티뷰 없는거 맞냐고 썼었는데 왜 없어졌죠..? 암튼 그레이아나토미 보는데 자막이 이상해요 이름을 틀리질 않나 존댓말 할 사이가 아닌데 존댓말을하고 이상해요
147,"개선되어야 할 게 많아보입니다. 1. 자막 뒤 검은 배경 설정으로 조절을 하게 하던 없애던해주세요 2. 잠금기능없음 보다가 잘못누르면 그냥 앞 뒤로 막 이동해요..잠금 기능 추가해주세요 3. 밝기, 음량 조절 영화나 드라마보면서 어플 상에서 조절하는 기능이 있었으면 좋겠습니다 핸드폰 설정으로 하려니 불편해요 4. 통화중에 재생불가 디즈니플러스 구독한 다른 사람괴 동시에 보려고하는데 통화중엔 아예 재생이 안되네요.. 5. 어색한 자막 그냥 말 그대로 어색합니다. 번역기 돌린 듯한 느낌을 받을때도있어요 6. 카테고리 분류창 카테고리 별로 영상을 선택할 수 있었으면 좋겠습니다. 지금 방식안 눈에 잘 안들어오고 찾기힘듭니다. 7. 본 기록 확인 불가 본 영화 목록을 일일이 쳐서 확인해야하네요 확인 할 수있게 기록창을 만들어주셨으면합니다. - 기본적인 7개고 타 어플을 언급하고 싶지않으나 넷플릭스, 왓챠에선 그냥 기본인 기능들입니다. 어플만든지 며칠 안됐다고하나 빠른 시일내에 개선되길바랍니다"
148,재밌게 잘 보고 있습니다만 탐색이 10초 단위로만 돼서 너무 휙휙 왔다갔다 하는 것 같아요. 탐색 시간을 5초로도 설정할 수 있게 해주시면 훨씬 유용할 것 같습니다.
149,일단 콘솔로보면 소리를 크게 키워도 엄청작고 10초 앞으로 10초 뒤로가기 하면 끊기고 버그인지 렉 인지 모르지만 화면이 안나올때도 있음 컨텐츠 안에 영상(영화.애니.드라마) 재미 있는 것들이 많아서 좋긴한데 그에반해 성능은 넷플리스 에 비해 상당히 떨어짐
150,"이거 뭔 구독 결제를 해야 결국 컨텐츠를 볼 수 있네요.... 내용물을 보고 구독을 해야지,,,디즈니+는 마블빼고는 컨텐츠에 자신이 없나보네요..."
151,중국 디즈니 인가??? 마블 신작들의 미래가 없어 보인다…
152,시작하자 마자 일베컨텐츠에 투자하나요?
153,돈들어가네 무료애니 쳤더니 한달에 9900원 장냔하냐 모조리싶어먹어버린다
154,우선 다양한 콘텐츠가 있어 좋지만 자막문제와 공개예정 챕터가 없어 아쉽네요
155,마블 다 봐야지 ㅎㅎ
156,롤창이기에 아케인때문에 첫결제간다 넷플릭스 관계자 여러분 라이엇과 앞으로도 친하게 지내서 제가 볼거리를 만들어주세요
157,앱 실행이 안돼요
158,"10초씩 앞으로가기 개힘듬 디즈니,픽사,마블등 으로 구분되어있지만 세부뷴류가 명확하지 않아 찾기 어려움 틀자마다 설정안하면 더빙판으로나와 빵터짐"
159,"오래 기다렸어요^^ 내 시청기록보기, 배속재생설정, 재생 중 화면잠금기능 이 필요할 것 같아요~ 그외 컨텐츠은 너무 기다렸던 거라 완전 만족합니다^^"
160,"콘텐츠는 다양해서 좋으나 넷플릭스에 비해 한없이 떨어지는 UI/UX 및 자막 상태는 개선이 필요해보입니다. 시청중인 영상목록 삭제 기능도 없고, 자막 번역은 정말 발 번역이 따로 없습니다. 스타워즈 자막 중에는 채팅 이모티콘 나오는 것도 봤네요. 다만 9900원으로 이만한 콘텐츠들을 4명 동시 스트리밍 가능한 점은 매우 좋습니다."
161,둘러보기두 없구 무조건 가입시키려 하는거 같음
162,"다 좋은데 삼성폰에서 hdr,4k,돌비비젼 다 지원하는데 저런것 안되고 달랑 hd만 뜨던데 타 ott서비스들도 hdr 4k 돌비비젼 다 해줘요 자막 폰트 크기 변경 됐으면 좋겠고 밝기 음량 조절 되게 해주세요"
163,"이거 어떤구성이잇는지 영화 드라마 어떤게잇는지 볼려고햇는데 결제해야볼수잇네요 그래서 결제는햇아요 근데 마블만 볼수잇더라구요 다른 영화나 드라마는 볼게업구요 그래서 구독취소햇어요 환불해주세요 디즈니플러스 고객센터에서는 여기서 직접 하래요
환불부탁드립니다"
164,해리포터1편 2편 영화가 최신등륵 이라니 옛날 영화만 싸그리 모아놧네 뭐하냐?ㅋㅋㅋㅋ 원펀맨도 시즌2 없음 이게뭐얔ㅋㅋㅋ 누가 봅니까..ㅋㅋ
165,가성비좋음
166,올라오는게 예전거나 개느림. Ex) 런닝맨 8월치 매주 업로드중 누가 봄?
167,최고
168,쿠플 지지합니다. 중드를 비롯해서 여러 드라마의 독점 콘텐츠 좋아요~! 앱 기능의 측면에서는 부족한 것이 많지만 앞으로 더 좋아질 것이라 믿어요 🙏
169,볼거리 즐길거리 정말 환상적으로 다양함
170,극장판 어벤져스 외 볼게 없음 어벤져스 드라마 버젼들은 모두 어설픔 특히 로키 1회 에서 로키 갑옷이 바뀌는 장면 있는데 정말 cg가 확 눈에 거슬릴정도
171,새로런칭한 디플보다 한국어 더빙이 없어요 일본어 더 빙은 엄청 많은데 말이죠.한국 컨텐츠로 그렇게 돈을 벌어도 일본 시장이 더커서 그런걸까요?
172,굿
173,2년간의 기다림 끝에 드디어 한국 런칭을 해서 12일에 바로 다운받아서 지금까지 사용해본 결과 많은 개선사항이 필요하다는 것을 느낍니다. 일단 제일 심각한 건 번역 자막 상태입니다. 대사에는 있는데 번역이 안된 부분도 많고 드라마/영화 안에서 말하는 대사가 의미하는 진짜 뜻과는 전혀 다른 오역이 너무 많습니다.
174,괜히 넷플이 업계1위가아님. 결제는 한달하고 끝일듯.. 그마저 마블땜에 한거임..
